Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
US-MK-MO4-D6	BBGCOODJ_03803	16	31358	32146	-	blaOXA	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	262	262	100.00	99.62	262	WP_034033411.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1023	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
US-MK-MO4-D6	BBGCOODJ_00634	2	247259	248947	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
US-MK-MO4-D6	BBGCOODJ_00635	2	248958	249245	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO4-D6	BBGCOODJ_00768	2	395922	397166	-	mexE	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	414	414	100.00	99.03	414	AAG05881.1	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	NF000249.1	MexE family multidrug efflux RND transporter periplasmic adaptor subunit
US-MK-MO4-D6	BBGCOODJ_04422	21	49852	50259	-	fosA	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	135	135	100.00	100.00	135	WP_003082280.1	FosA family fosfomycin resistance glutathione transferase	NF000094.1	FosA family fosfomycin resistance glutathione transferase
US-MK-MO4-D6	BBGCOODJ_04522	22	51048	51686	-	catB7	type B-4 chloramphenicol O-acetyltransferase CatB7	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTP	212	212	100.00	98.58	212	WP_003112709.1	type B-4 chloramphenicol O-acetyltransferase CatB7	NF000490.1	type B chloramphenicol O-acetyltransferase
US-MK-MO4-D6	BBGCOODJ_05253	30	47420	48571	+	mexA	multidrug efflux RND transporter periplasmic adaptor subunit MexA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	383	383	100.00	99.74	383	AAA74436.1	multidrug efflux RND transporter periplasmic adaptor subunit MexA	NF033834.1	multidrug efflux RND transporter periplasmic adaptor subunit MexA
US-MK-MO4-D6	BBGCOODJ_06014	46	9733	10923	-	mexX	multidrug efflux RND transporter periplasmic adaptor subunit MexX	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	396	396	100.00	98.48	396	AAF14522.1	multidrug efflux RND transporter periplasmic adaptor subunit MexX	NA	NA
US-MK-MO4-D6	BBGCOODJ_06074	48	3829	4263	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	144	144	100.00	100.00	144	AAC38229.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
US-MK-MO4-D6	NA	48	4356	4961	+	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	BLASTX	202	219	92.24	90.59	202	AAC38230.1	organomercurial lyase MerB	NA	NA
US-MK-MO4-D6	BBGCOODJ_02200	7	90139	90414	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	91	91	100.00	49.45	91	AAC38232.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO5-B1	PFDIAKMP_00085	1	88054	88494	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	90.41	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
US-MK-MO5-B1	PFDIAKMP_00089	1	91415	92323	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	302	304	100.00	91.45	304	APX31172.1	heat resistance protein YfdX1	NA	NA
US-MK-MO5-B1	PFDIAKMP_00090	1	92345	92662	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	105	152	69.08	99.05	105	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
US-MK-MO5-B1	PFDIAKMP_00094	1	97914	98483	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	BLASTP	189	189	99.47	96.28	188	CDY80020.1	small heat shock protein sHSP20	NA	NA
US-MK-MO5-B1	PFDIAKMP_04858	100	5742	6185	+	cadR	cadmium resistance transcriptional regulator CadR	plus	STRESS	METAL	CADMIUM	CADMIUM	BLASTP	147	147	100.00	94.56	147	AAK48830.1	cadmium resistance transcriptional regulator CadR	NA	NA
US-MK-MO5-B1	PFDIAKMP_01373	12	55966	57108	-	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	380	397	94.71	52.66	376	WP_033998317.1	class C beta-lactamase	NF033085.1	class C beta-lactamase
US-MK-MO5-B1	PFDIAKMP_03341	43	8262	8894	-	ttgR	efflux transport transcriptional regulator TtgR	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTP	210	210	100.00	95.71	210	AAK15050.1	efflux transport transcriptional regulator TtgR	NA	NA
US-MK-MO5-B1	PFDIAKMP_03342	43	9154	10308	+	ttgA	toluene efflux RND transporter periplasmic adaptor subunit TtgA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	384	384	100.00	95.31	384	AAD39553.1	toluene efflux RND transporter periplasmic adaptor subunit TtgA	NA	NA
US-MK-MO5-B1	PFDIAKMP_03343	43	10312	13464	+	ttgB	multidrug efflux RND transporter permease subunit TtgB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	1050	1050	100.00	97.52	1050	AAC38671.1	multidrug efflux RND transporter permease subunit TtgB	NA	NA
US-MK-MO5-B1	PFDIAKMP_00795	7	6796	7032	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	78	78	100.00	100.00	78	AAC38236.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
US-MK-MO5-B1	PFDIAKMP_00796	7	7029	7394	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	121	121	100.00	98.35	121	AAC38221.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
US-MK-MO5-B1	PFDIAKMP_00797	7	7411	9057	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	548	561	100.00	85.38	561	AAC38220.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
US-MK-MO5-B1	PFDIAKMP_00798	7	9054	9299	-	merF	mercury resistance system transport protein MerF	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	81	81	100.00	100.00	81	ABA25986.1	mercury resistance system transport protein MerF	NF033565.0	mercury resistance system transport protein MerF
US-MK-MO5-B1	PFDIAKMP_00799	7	9302	9577	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	91	91	98.90	93.33	90	AAA98223.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO5-B1	PFDIAKMP_00800	7	9593	9943	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	116	116	100.00	93.97	116	AAA98222.1	mercuric transport protein MerT	NA	NA
US-MK-MO5-B1	PFDIAKMP_00801	7	10015	10449	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	144	144	100.00	94.44	144	AAC38229.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
US-MK-MO5-B1	PFDIAKMP_00809	7	17381	17659	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	92	91	100.00	77.17	92	AAA98223.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO5-B1	PFDIAKMP_00810	7	17672	18103	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	HMM	143	141	97.16	68.61	137	AAC38233.1	organomercurial transporter MerC	NF033784.1	organomercurial transporter MerC
US-MK-MO5-B1	PFDIAKMP_00811	7	18116	19798	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	560	561	100.00	77.54	561	AAC38220.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
US-MK-MO5-B1	PFDIAKMP_00814	7	20590	20826	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	HMM	78	78	98.72	50.65	77	CAA77325.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
US-MK-MO5-B2	NADMBPBD_02743	13	34565	35353	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTP	262	262	100.00	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NF033220.1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
US-MK-MO5-B2	NADMBPBD_00742	2	364262	365413	-	blaADC-163	class C beta-lactamase ADC-163	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_057093064.1	class C beta-lactamase ADC-163	NF000425.2	ADC family extended-spectrum class C beta-lactamase
US-MK-MO5-B2	NADMBPBD_03441	26	26161	27639	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
US-MK-MO5-B2	NADMBPBD_01088	3	357271	358521	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
US-MK-MO5-B2	NADMBPBD_01182	4	66983	67807	-	blaOXA-121	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_057094079.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
US-MK-MO5-B2	NADMBPBD_01756	6	21145	22434	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTP	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
US-MK-MO5-B3	IHHJIAOB_02138	11	90280	91473	+	blaPDC-19a	class C beta-lactamase PDC-19a	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	397	397	100.00	100.00	397	WP_003132320.1	class C beta-lactamase PDC-19a	NF000422.6	PDC family class C beta-lactamase
US-MK-MO5-B3	IHHJIAOB_02147	11	103829	104635	-	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTP	268	268	100.00	99.63	268	WP_003113011.1	aminoglycoside O-phosphotransferase APH(3')-IIb	NF032898.1	APH(3')-II family aminoglycoside O-phosphotransferase
US-MK-MO5-B3	IHHJIAOB_03050	16	104540	105178	+	catB7	type B-4 chloramphenicol O-acetyltransferase CatB7	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTP	212	212	100.00	98.58	212	WP_003112709.1	type B-4 chloramphenicol O-acetyltransferase CatB7	NF000490.1	type B chloramphenicol O-acetyltransferase
US-MK-MO5-B3	IHHJIAOB_00335	2	110976	111251	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	91	91	100.00	49.45	91	AAC38232.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO5-B3	IHHJIAOB_03709	21	96285	96572	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
US-MK-MO5-B3	IHHJIAOB_03710	21	96583	98271	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
US-MK-MO5-B3	IHHJIAOB_03749	22	4033	5184	-	mexA	multidrug efflux RND transporter periplasmic adaptor subunit MexA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	383	383	100.00	99.74	383	AAA74436.1	multidrug efflux RND transporter periplasmic adaptor subunit MexA	NF033834.1	multidrug efflux RND transporter periplasmic adaptor subunit MexA
US-MK-MO5-B3	IHHJIAOB_05086	36	18897	20141	+	mexE	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	414	414	100.00	99.03	414	AAG05881.1	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	NF000249.1	MexE family multidrug efflux RND transporter periplasmic adaptor subunit
US-MK-MO5-B3	IHHJIAOB_05527	45	23383	23817	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	144	144	100.00	100.00	144	AAC38229.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
US-MK-MO5-B3	NA	45	23910	24515	+	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	BLASTX	202	219	92.24	90.59	202	AAC38230.1	organomercurial lyase MerB	NA	NA
US-MK-MO5-B3	IHHJIAOB_05908	56	19601	20791	+	mexX	multidrug efflux RND transporter periplasmic adaptor subunit MexX	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	396	396	100.00	98.48	396	AAF14522.1	multidrug efflux RND transporter periplasmic adaptor subunit MexX	NA	NA
US-MK-MO5-B3	IHHJIAOB_01206	6	97618	98406	-	blaOXA	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	262	262	100.00	99.62	262	WP_034033411.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1023	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
US-MK-MO5-B3	IHHJIAOB_01835	9	148665	149072	+	fosA	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	135	135	100.00	100.00	135	WP_003082280.1	FosA family fosfomycin resistance glutathione transferase	NF000094.1	FosA family fosfomycin resistance glutathione transferase
US-MK-MO5-B4	KLNLNPAL_02400	10	72961	76113	+	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTP	1050	1050	100.00	97.52	1050	WP_000347934.1	multidrug efflux RND transporter permease subunit OqxB	NF000037.1	multidrug efflux RND transporter permease subunit OqxB
US-MK-MO5-B4	KLNLNPAL_02857	14	24635	26437	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	100.00	90.00	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
US-MK-MO5-B4	KLNLNPAL_02858	14	26424	28226	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	99.83	90.15	599	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
US-MK-MO5-B4	KLNLNPAL_03246	17	88556	89677	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	373	394	94.67	94.64	373	ACN65732.1	multidrug efflux MFS transporter EmrD	NA	NA
US-MK-MO5-B4	KLNLNPAL_03709	22	51003	51899	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTP	298	300	98.67	92.91	296	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
US-MK-MO5-B4	KLNLNPAL_00902	3	25932	26807	-	blaOXY-6-3	class A extended-spectrum beta-lactamase OXY-6-3	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	291	291	100.00	100.00	291	WP_063864558.1	class A extended-spectrum beta-lactamase OXY-6-3	NF000271.2	OXY family class A extended-spectrum beta-lactamase
US-MK-MO5-B4	KLNLNPAL_04644	35	14125	14556	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTP	143	143	100.00	97.20	143	AAD11743.1	silver-binding protein SilE	NA	NA
US-MK-MO5-B4	KLNLNPAL_04645	35	14807	16282	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTP	491	491	100.00	100.00	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
US-MK-MO5-B4	KLNLNPAL_04646	35	16275	16955	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTP	226	226	100.00	100.00	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
US-MK-MO5-B4	KLNLNPAL_04647	35	17145	18530	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTP	461	461	100.00	100.00	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
US-MK-MO5-B4	KLNLNPAL_04648	35	18559	18921	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	120	117	100.00	94.17	120	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
US-MK-MO5-B4	KLNLNPAL_04649	35	19035	20327	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	430	430	100.00	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
US-MK-MO5-B4	KLNLNPAL_04650	35	20338	23484	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	1048	1048	100.00	98.95	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
US-MK-MO5-B4	KLNLNPAL_04652	35	24138	26585	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTP	815	824	98.79	95.22	816	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
US-MK-MO5-B4	KLNLNPAL_04656	35	28566	30383	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTP	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
US-MK-MO5-B4	KLNLNPAL_04657	35	30383	31279	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTP	298	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
US-MK-MO5-B4	KLNLNPAL_04658	35	31319	31699	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTP	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
US-MK-MO5-B4	KLNLNPAL_04659	35	31704	32633	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTP	309	309	100.00	99.35	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
US-MK-MO5-B4	KLNLNPAL_04660	35	32688	33368	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTP	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
US-MK-MO5-B4	KLNLNPAL_04661	35	33365	34765	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTP	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
US-MK-MO5-B4	NA	35	47115	47534	-	ncrY	nickel resistance OB fold protein NcrY	plus	STRESS	METAL	NICKEL	NICKEL	EXACTX	140	140	100.00	100.00	140	ABF61437.1	nickel resistance OB fold protein NcrY	NA	NA
US-MK-MO5-B4	KLNLNPAL_04678	35	47696	48826	-	ncrC	Ni(II)/Co(II) efflux transporter permease subunit NcrC	plus	STRESS	METAL	COPPER/NICKEL	COPPER/NICKEL	EXACTP	376	376	100.00	100.00	376	ADF64798.1	Ni(II)/Co(II) efflux transporter permease subunit NcrC	NA	NA
US-MK-MO5-B4	KLNLNPAL_04679	35	48839	49108	-	ncrB	nickel-sensing transcriptional repressor NcrB	plus	STRESS	METAL	NICKEL	NICKEL	EXACTP	89	89	100.00	100.00	89	ABF61435.1	nickel-sensing transcriptional repressor NcrB	NA	NA
US-MK-MO5-B4	KLNLNPAL_04680	35	49214	50512	-	ncrA	Metal Resistance	plus	STRESS	METAL	NICKEL	NICKEL	EXACTP	432	432	100.00	100.00	432	ABF61434.1	Metal Resistance	NA	NA
US-MK-MO5-B4	KLNLNPAL_04793	38	3879	4304	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTP	141	141	100.00	93.62	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
US-MK-MO5-B4	KLNLNPAL_05222	49	2780	3232	-	fosA	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	HMM	150	139	100.00	88.49	139	WP_004214174.1	FosA family fosfomycin resistance glutathione transferase	NF000221.4	FosA family fosfomycin resistance glutathione transferase
US-MK-MO5-B4	KLNLNPAL_05743	73	6539	7837	+	ncrA	Metal Resistance	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	432	432	100.00	95.60	432	ABF61434.1	Metal Resistance	NA	NA
US-MK-MO5-B4	KLNLNPAL_05744	73	7942	8211	+	ncrB	nickel-sensing transcriptional repressor NcrB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	89	89	100.00	96.63	89	ABF61435.1	nickel-sensing transcriptional repressor NcrB	NA	NA
US-MK-MO5-B4	KLNLNPAL_05745	73	8224	9360	+	ncrC	Ni(II)/Co(II) efflux transporter permease subunit NcrC	plus	STRESS	METAL	COPPER/NICKEL	COPPER/NICKEL	BLASTP	378	376	99.73	94.96	377	ADF64798.1	Ni(II)/Co(II) efflux transporter permease subunit NcrC	NA	NA
US-MK-MO5-D1	DMFNLFMD_04607	105	53	2158	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	701	1048	66.89	99.43	701	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
US-MK-MO5-D1	DMFNLFMD_04611	106	1794	3899	-	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	701	1048	66.89	97.86	701	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
US-MK-MO5-D1	DMFNLFMD_01565	11	52043	52474	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	HMM	143	141	99.29	89.29	140	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
US-MK-MO5-D1	DMFNLFMD_04652	123	780	1460	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	226	226	100.00	99.56	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
US-MK-MO5-D1	DMFNLFMD_04660	131	479	913	-	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTP	144	144	100.00	97.92	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
US-MK-MO5-D1	DMFNLFMD_04661	132	12	1055	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	347	491	70.67	98.27	347	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
US-MK-MO5-D1	DMFNLFMD_04662	133	12	1055	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	347	491	70.67	99.14	347	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
US-MK-MO5-D1	DMFNLFMD_04665	135	289	1188	-	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	PARTIALP	299	430	69.53	99.00	299	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
US-MK-MO5-D1	DMFNLFMD_04669	143	201	554	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTP	117	117	100.00	100.00	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
US-MK-MO5-D1	DMFNLFMD_01957	15	55482	56375	+	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	BLASTP	297	300	97.00	90.72	291	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
US-MK-MO5-D1	DMFNLFMD_03428	34	47900	51076	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTP	1058	1048	99.62	95.50	1044	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
US-MK-MO5-D1	DMFNLFMD_03993	50	5	262	+	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	PARTIALP	85	143	59.44	89.41	85	AAD11743.1	silver-binding protein SilE	NA	NA
US-MK-MO5-D1	DMFNLFMD_04233	62	901	1470	+	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	BLASTP	189	189	100.00	98.94	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
US-MK-MO5-D1	DMFNLFMD_04236	62	4653	5111	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	BLASTP	152	152	100.00	99.34	152	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
